1 -66.7931 144.335
2 -66.2127 141.02
3 -72.3457 138.933
4 -72.208 146.131
5 -69.5929 144.894
6 -72.0455 137.524
7 -72.4011 141.485
8 -59.6668 137.367
9 -54.5911 126.825
10 -64.9758 130.601
11 -65.9206 139.61
12 -60.2834 134.823
13 -62.8994 128.96
14 -55.0791 128.296
15 -55.377 131.218
16 -59.8251 126.136
17 -56.1954 116.511
18 -53.7607 120.046
19 -59.5148 126.224
20 -62.5663 122.711
21 -70.2459 120.944
22 -70.4484 128.081
23 -68.4476 133.354
24 -72.8505 129.763
25 -78.9063 124.115
26 -71.3419 122.187
27 -65.623 123.047
28 -72.8936 122.69
29 -72.7998 123.574
30 -68.8142 126.69
31 -69.7169 125.714
32 -66.9329 124.613
33 -62.1466 127.16
34 -65.4732 131.001
35 -67.4518 124.869
36 -67.7571 124.853
37 -63.6205 129.826
38 -64.4592 131.153
39 -66.4685 125.588
40 -75.306 133.293
41 -64.1356 135.834
42 -55.2891 132.46
43 -64.09 130.37
44 -64.3321 132.909
45 -51.8878 131.825
46 -54.9179 129.865
47 -59.4524 128.221
48 -65.2731 137.812
49 -67.607 142.461
50 -65.3694 137.964
51 -63.7823 137.285
52 -67.1534 142.531
53 -71.2379 144.959
54 -63.8777 144.841
55 -63.0469 143.277
56 -57.324 140.303
57 -54.0517 141.497
58 -62.3894 145.319
59 -68.4454 149.068
60 -62.922 148.002
61 -62.6107 142.763
62 -67.2741 144.97
63 -72.7128 151.991
64 -76.088 151.633
65 -73.9016 148.791
66 -74.1568 153.343
67 -86.4907 157.265
68 -96.4762 155.062
69 -87.9739 152.728
70 -83.5372 153.124
71 -92.9009 148.072
72 -94.9086 148.983
73 -87.9099 151.112
74 -87.8798 147.667
75 -83.3106 139.32
76 -88.4568 141.972
77 -93.9144 144.612
78 -99.8673 147.72
79 -95.2606 143.849
80 -101.802 144.171
81 -103.702 141.151
82 -104.936 142.403
83 -104.707 141.41
84 -103.789 142.802
85 -101.285 135.895
86 -107.581 131.756
87 -108.363 134.918
88 -104.715 134.761
89 -108.498 132.219
90 -113.95 131.597
91 -114.255 133.009
92 -120.532 130.776
93 -122.294 129.037
94 -114.499 128.246
95 -113.792 127.301
96 -119.315 124.66
97 -119.246 130.183
98 -112.601 132.125
99 -110.359 130.333
100 -109.517 131.876
101 -113.802 133.651
102 -115.499 132.337
103 -111.601 131.897
104 -113.306 128.613
105 -117.778 126.868
106 -112.024 129.1
107 -113.568 126.783
108 -116.366 123.995
109 -110.614 132.329
110 -99.7573 130.314
111 -101.429 126.882
112 -104.667 129.664
113 -101.811 133.595
114 -93.7182 132.382
115 -92.0599 132.513
116 -97.5652 135.451
117 -99.0666 132.093
118 -85.8345 130.353
119 -78.803 133.638
120 -84.3167 136.288
121 -86.0659 130.717
122 -80.8429 132.824
123 -76.4862 135.17
124 -76.0222 130.988
125 -73.39 122.923
126 -71.4394 123.987
127 -74.5785 128.377
128 -73.0076 124.477
129 -73.18 123.24
130 -72.7034 125.902
131 -83.7749 124.786
132 -90.9984 119.907
133 -87.4388 120.522
134 -81.8668 119.681
135 -95.1545 116.34
136 -97.2596 117.768
137 -91.5289 121.065
138 -88.9522 122.165
139 -95.9694 127.143
140 -92.2582 125.63
141 -95.3148 126.749
142 -91.8831 122.177
143 -90.3223 118.469
144 -90.3142 121.985
145 -96.3172 127.328
146 -96.3705 126.461
147 -98.5904 130.28
148 -94.2572 131.358
149 -92.724 131.254
150 -100.368 129.106
151 -103.743 126.597
152 -93.2017 128.533
153 -90.9575 129.674
154 -99.9091 127.545
155 -98.1971 130.877
156 -94.9509 135.538
157 -99.1636 131.619
158 -103.744 132.738
159 -105.946 136.38
160 -108.696 132.447
161 -107.63 127.499
162 -107.441 130
163 -105.219 133.465
164 -101.84 132.516
165 -96.8078 131.661
166 -101.451 134.591
167 -92.2007 129.49
168 -79.4604 121.725
169 -85.3739 127.032
170 -93.5677 127.313
171 -89.7473 125.086
172 -86.3716 127.495
173 -90.8247 130.005
174 -97.4539 130.269
175 -95.4382 131.106
176 -89.0697 132.816
177 -82.1254 128.87
178 -83.8465 126.954
179 -84.9879 131.178
180 -77.6558 130.282
181 -78.2607 126.375
182 -81.0613 126.276
183 -79.9599 134.015
184 -86.2971 133.1
185 -93.5968 129.26
186 -89.3516 127.822
187 -81.3109 127.269
188 -89.1698 124.805
189 -97.7363 122.685
190 -92.1696 121.003
191 -89.7754 124.126
192 -88.4909 124.469
193 -91.6173 120.735
194 -99.4922 122.752
195 -97.9028 123.244
196 -99.6363 124.897
197 -100.692 120.924
198 -101.405 115.189
199 -107.787 118.486
200 -113.107 122.859
201 -112.241 122.999
202 -114.203 119.295
203 -119.288 119.556
204 -118.101 125.193
205 -112.104 125.089
206 -113.159 116.756
207 -110.085 115.336
208 -99.6014 125.356
209 -95.8578 125.313
210 -87.1596 112.91
211 -94.447 123.545
212 -99.8716 134.744
213 -98.2364 129.559
214 -98.5023 130.89
215 -105.457 138.829
216 -104.029 139.693
217 -100.185 135.592
218 -95.2647 134.753
219 -94.6585 141.413
220 -87.256 141.598
221 -92.3562 143.893
222 -94.9198 143.944
223 -90.2986 139.038
224 -89.529 134.911
225 -93.3541 135.645
226 -97.1998 134.791
227 -97.8614 132.659
228 -88.9288 129.824
229 -84.1488 134.267
230 -87.6902 135.151
231 -97.8254 136.111
232 -94.9222 137.302
233 -91.3203 134.874
234 -101.494 130.361
235 -104.412 130.559
236 -104.513 132.525
237 -105.482 128.972
238 -102.36 128.469
239 -99.2971 131.15
240 -98.3961 128.482
241 -98.7289 125.016
242 -96.4459 122.848
243 -94.9165 124.618
244 -95.2968 129.783
245 -94.6286 125.892
246 -103.251 124.036
247 -109.379 129.48
248 -104.864 131.164
249 -110.972 125.217
250 -118.423 125.533
251 -116.655 129.424
252 -118.481 125.871
253 -122.121 123.788
254 -117.342 130.407
255 -112.624 131.142
256 -119.095 128.438
257 -119.565 126.646
258 -113.056 127.818
259 -109.109 131.673
260 -103.401 131.072
261 -104.246 130.83
262 -104.614 135.213
263 -99.4391 134.623
264 -100.082 130.888
265 -106 128.253
266 -106.004 128.125
267 -105.194 128.533
268 -104.838 133.275
269 -98.4292 134.078
270 -96.3 130.645
271 -97.5052 134.076
272 -91.9008 138.019
273 -81.4613 133.667
274 -85.0263 131.936
275 -93.1762 137.211
276 -92.3231 138.384
277 -91.3228 135.716
278 -91.7003 136.981
279 -96.3435 143.312
280 -97.5109 145.566
281 -96.3029 143.428
282 -95.3056 146.823
283 -95.1878 147.854
284 -93.3892 143.148
285 -94.3102 137.346
286 -99.9463 142.651
287 -101.284 148.375
288 -96.4573 146.316
